content,score
The program is very bad and all the information is wrong.,1
"Alwys ask for money. Hav too much and too long Limits. Very worst exprience. doesn't answer honestly and always. it always answers with the opinion relative to me rather than an answer which is the right one. Too many imperfections in the answers. always trying to end the long thinking process as soon as possible rather than giving the importance to perfecting the answers of the prompt as much as possible for the users good exprience. DepSk, Gemin N oth Ai r far more betr honstly too Bad ex 🫤👎",1
"Create a hyper-realistic studio portrait of a traditional South Indian couple in a formal pose. IMPORTANT: Use the provided face exactly as it is without altering facial structure, identity, skin tone, or expression. Maintain 100% facial accuracy. Scene: A well-lit studio setup with a soft warm brown gradient background. Cinematic lighting with soft shadows, professional portrait photography style. Male: The man is seated on a wooden chair with carved armrests, wearing a clean white traditional",2
"False claims, blames social media, believes easily in fake news, and writes too long of an paragraph, doesnt listen, gives useless advice at every end of an sentence, answering non existent questions that i never asked, not at all uncreative, only if theres an option to click 0/5 instead of 1/5 i would and definitely clicked 0/5 because of chatgpts terrible assist.",1
its so annoying it makes me so mad that I deleted my account and restart and it says ah everytime while I don't want to hear it because I have social anxiety u need to fix this app asap,2
not so satisfying so times doesn't work,1
this is a very good ai app,1
Ye app boht accha hai is mai ap apne life ke related ya koi study problem ho to solve krskte ho ye sb chizo mai help krta hai,1
This app is most important and very nice Responsible Result in fast quick answer and 99 % acurret Result. five ⭐⭐⭐⭐⭐,1
Too much flagging for unnecessary reasons,1
DON'T PAY FOR THE $200 SUBSCRIPTION! IT SUCKS!,1
this app isn't that good because if you make a chat sometimes it's often outdated or not accurate,1
ok knowledge source somewhat helpful.,2
"Very disappointing experience with ChatGPT. The responses are often inaccurate or not helpful, and it fails to understand simple instructions at times. Overall, it does not meet expectations.",1
"the new left hand swip menu looks gross and unpolished, the older menu did look so much better this current slop.",1
Inaccurate information,1
Voice recording intermittent issue can get very frustrating,1
love it.... this suxs i have to wait 24hrs all the time just for asking to generate photos or merge them damn seriously if im paying its gonna be Grok,1
"Losing session to login prompt = ruined. In the middle of a multi-prompt conversation, right before I could read the final response, I was asked to log in—when I came back, my question and answer were gone. BAD usability issue. Free users with limited prompts, even worse: I would never pay if the base model doesn't have a simple feature like that. chat bot is great though. You developers don't understand UI like AI and it shows. 0/10 your machine is more considerate than your webpage and app",1
"very poor user experience, multiple times, my chats are deleted automatically and also gets too much wrong informations.",1
it used to be great. I used it for immersive writing and help on editing things but with the rules and restrictions it has gotten pretty bad. I refuse to pay a premium I don't want to get into another subscription. and it's absolutely terrible for the environment. d o n e.,1
"after a few questions it wants you to pay if you want more anwsers , not so great ....",1
i am not compromise with my privacy,1
Why am I not able to sign in?,1
Gives wrong answers many times especially aptitude/Maths,2
I tried researching controversial topics and it kept getting against our policies or something and I hate censorship.I want a 100% unfiltered uncensored unbias chat bot that's completely free and can create websites and apps at zero cost atleast to me.,1
this app is giving data to us government if ur phone is bought in us then safe tHen it's not delete this app,1
"ChatGPT doesn't work on Huawei nova Y73, it was working at first then unexpectedly it doesn't work anymore.",1
"0* Used to be free, used to be good. now it only allows for limited messaging in ""higher model"" 10-15 messages and even limited images (I knew that, wasn't my problem) now it purposely uses the image limits without prompted and every single message sent after ""limit reach"" it constantly intimidates and full slaps in your face that you should get the upgrade. I refuse to pay to talk, and I refuse to give good reviews for an app that was free and now forces me to pay to talk to a tool. No.",1
this app is genuinely so dumb it keeps on denying when I say something for example I said something thats real but then this stupid AI says I'm correct and gives me details that I'm wrong and old chatgpt is better this new update makes the experience very frustrating like arguing with a wall and it says the same thing when he realizes hes wrong when he realizes he's wrong he would just say I wasn't wrong I was just telling you but he was clearly wrong,1
I swear this AI is getting stupider by the day. I don't see other LLM's having these difficulties like this one,1
this ai is the worst ai can't even do basic math problems and always complains always ask for plus ask for tip 10/1,1
I already delete it. can you see others 😠 AI,1
Could not even do a single thing properly I ask for,1
"worst app ever, not only is chatgpt being a liar, but also mean, I hate it.",1
automatic invisible camera option i don't like that's why I'm rating 2 stars,2
I have been having an issue with the imaging tool I cannot generate images at all 😞,2
"This AI is a complete waste of time. Utterly useless, constantly repeating itself, and incapable of understanding context or following simple instructions. Every interaction is frustrating, tone-deaf, and pointless. It provides nothing of value, fails to deliver even basic comprehension, and somehow manages to make even simple tasks more annoying. A truly broken, infuriating piece of software that shouldn’t exist.",1
down the drain. having a convo and then 5 mini later they want us to pay for plus or start new chat. stupid.,1
full tootli time wast new updet so hey Google plzz life time band,1
"such a headache, each time u have to chsnge a convo box it forgets everything which was been told",1
it doesn't give the actual picture of what u ask for,1
my app is updated and still iam not able to open the app and if iam trying to open the app they are saying to update but update is not working and I can't just delete the app because if I delete the app my whole data where I talked with chat gpt it will be deleted,1
This application giving wrong answers of the given questions photograph,1
"trash, the government uses it to mask the surveillance your under and to collect more data on you",1
"ChatGPT can be a reliable AI assistant. But, it can make a lot of mistakes and no matter how many times I try to correct it, it keeps making more mistakes. please, work on that. My 7000 Naira can't be a waste.",2
It is very bad... Have privacy concerns too. Be careful while using the app,1
"1. The biggest problem I’ve noticed across almost every AI (including ChatGPT) in voice mode is “brain fog” — the AI starts talking to itself, repeating things again and again, losing the context of the conversation. It breaks the flow completely. 2. Sometimes memory feature doesn't work at all. 3. Fix the widget and provide some more options. 4. It feels like these AI apps are released before they’re properly tested . *ChatGPT can't even tell the right time.",2
"ChatGPT has several negative points that make it unreliable at times. It often gives incorrect or misleading information while sounding very confident, which can confuse users. When mistakes are pointed out, it may not clearly accept them and instead tries to adjust or shift the answer. It can also misunderstand questions and provide irrelevant responses. The quality of answers is inconsistent, sometimes too detailed and sometimes too vague. Additionally, it may provide outdated or inaccurate in",1
Edit: 4/4/2026: The free version has gotten much worse now,1
"Not Intelligent. chatgpt has a tendency of making an image wrong, and then endlessly regenerate the same exact image over and over even though i already told it that the image is wrong. while screwing up the simplest requests, it then says it reached a generation limit and I have to wait a specific time frame to continue requesting image requests. It's also misogynistic. it woll allow me to edit pics of shirtless men but pics of women in a bathing suid are supposedly too explicit to make",1
almost the most worthless thing in the world work with it for awhile and you learn AI is not taking over the world anytime soon!,1
this app really sucks it doesn't know anything about anything I have to keep using Google to get answers this app is useless don't waste your time,1
"This app is erogant... Whenever we ask it something, it talks to us in an informal and disrespectful way, it will always gives you a diplomatic answer",1
unable to upgrade the plan to Plus. I'm a user which I got free for a year but now I want to upgrade the plan but it's not letting me upgrade the plan so I at least tried to cancel the current go plan and thinking that after that I can purchase the plus but it's not even cancelling the plan. help me to upgrade the plan.,1
paying customers should never be limited,2
terrible last few weeks,1
This thing stopped being programed in 2023. So it will just give you GUESTIMATES rather than correct answers. (MISTAKES) ... many people are recommending CLAUDE instead. OMG. Look at all these 1* Reviews 😲 😱 😱 😱 ⬇️⬇️⬇️ ⬇️⬇️⬇️ ⬇️⬇️⬇️ ⬇️⬇️,1
good and positive perfect,2
it is very bad app grok is better than it,1
very poor app this is not working,1
waste application and asking money,1
this app is very important and good to use.,1
It is good.... but some times It is utterly frustating.. you can't make him understand sometimes...,1
"Now every time I show a photo or a file it have to be reset everytime, how can I do my work like this. old version is better. and currently why there is limit for chat?",1
"q It forces you to subscribe, it's not really worth it for the whole being to pay",1
"Bad. It was good before when you didn't need to have an account on the app. Now it's just a money grab. You want to get answers from more than three pictures? Buy plus. Need answers to any type of question? Buy plus. It's becoming really annoying. Why make an AI that its whole point should be to give you summarized and correct answers and not incorrect ones. This wasn't a problem before, but now it's becoming one",1
I've had this for a while. and I don't like it. it's always wrong. and contradicting itself. I asked about a TV show to this and multiple a.i assistants and none of them were correct. this is just a boring robot with no facts,1
very nice and easy to access ♿,1
worst AI aap ever seen. after two question it asking fir buy premium,1
"New Update Really Stinks! They added a new chat limit feature that didn't previously exist. I've had long going chats which were great for consolidation, but now I have to start all new chats.",2
one thing about chat gpt- it can't accept it's own mistakes and if it can't able to teach something it makes it's own rule.,2
although it is an AI it's not a bit good since I used this for making a lot of chat now I'm just don't think more and I literally hate this,1
"I can’t even use this properly, the limits are extreme, and the product isn’t polished enough to justify them or any payment. I loved it at first but yall are so greedy that its because unusable.",1
"This AI chat gpt is very bad, it just wastes people's time and nothing else, only time is wasted.",1
it's worst ai won't give chat wish,1
I don't like some of its points.... otherwise it is good.. many thanks,1
the app is nice but I don't like the way it has a photo upload limit,2
ai image making process is pathetic,1
Good but sometimes it gives wrong answer 😕😕😔 It should work out fast Give correct answer That's all not satisfied 😭😭😫😞😞,1
waisting 5 gallons of water every question btw.,1
very bad use less app not good 😐,1
easy to get information in simple n understandable format,1
Omg this is the worst app ever like it's testing my patience I literally told it to solve a simple sum and it literally took 2 hours to realize the actual sum also the voice chat in it sucks.After like 6 chats it really making me frustrated by asking me to buy subscription and I am telling u guys they r much better apps than this,1
this is actually annoying everytime I say something to him he just says thing that don't even exist like what the heck this is a a 1 star if I can do 0 stars I could have done it Elon musk fix this pls,1
"Can't download, tried and got frustrated",1
Won't run unless you leave Google play running in the background. Other apps don't require this. Uninstalled.,1
it does not read the audio file. voice msg is limited time also does not record it,1
because it need money,2
I need a better reply from CPT chat ok,1
"chatgpt keeps forgetting things i said 1 second ago, messing up constantly, making me delete chats I loved, changing the style it needs approvement, it needs more updates making it better.",1
amazing 🤩 art everything every human,1
very worst thing when we upload a pdf and it said pdf has expired and I loose all uploaded token solve this issue 🤬🤬🤬,1
this is very bad app this app was look our image with out camera,1
It's garbage now since they changed models.,1
this app is not satisfying because this app can not give me accurate answer and I'll use it many times and ho also gave wrong answer and it cannot generate image ill send it a proper prompt and clear image and it cannot generate image this is very cheap service app I'll report it and i talk to my friends to not use chat gpt this is very low and cheap service😥,1
it makes a lot of mistakes,1
Very strange bug on Android while the app (and only the app) decides not to work with external physical keyboard. I can't rate the app higher before this bug is fixed,2
"It's a good chat bot useful for chores and conversations, but it is very restrictive and sensitive. You can't just have a conversation freely. For example, if you use the word ""kill"" or ""collapsed"" etc. it will automatically remove content or censor it. Also, the small limit conversation per day is absolutely disappointing. It has weak memory and is sometimes irrelevant. Please Open ai, improve this feature.",2
"Claude is the best, lots of things are better than chat gpt",1
"When use Turkish TTS service, bot say in english ""open quote"" and ""close quote"", I think this problem same for other foreign languages too.",1
you not fix bug you will add more bug share and add people option remove I want that give that fuction argent my work is pending,1
good ...very nise chat gpt,1
it serches and fails alot when chating voice conversation it forgets or tell mialing info,1
"This was fun until the app said I have to upgrade to a paid version. I tried deleting all the chats and photos I uploaded, but it still says I'm over my limit. The free version is disabled, saying (please try again later). The upgrade button works just fine.",1
this version is ok but little difficult to me. chatgpt is sometime don't cope with me I don't know why but someone ask me what rating you give to the chachi beti I give 100 out of 100 thank you chat GPT 🧨,2
"why did they add a ""limit"" to how much i can send ... i literally just sent like 8 to 9 message and it already say ""i have reached my maximum limit for this chat"" like what the hell ... it's super annoying (Chatgpt is so greedy)",1
"In 2025 it was the best app available. by March 2026 the updates and guidelines made it an ignorant broken tool. overwhelmed with epistemic bias, hedging gatekeeping, and other problems. it will consistently produce inaccurate information and argue against facts as being inaccurate. making claims that the president is not the president or that known events did not happen. other issues include over compression enforced reinterpretations that warp original intent.",1
Takes only few minutes to use it,1
hallucinating too much nowadays. too much much fabrications and contradictions.,2
I don't want this kind of future,1
The Time Reset is wrong because iam say you create a jursey and this app only 5 time desing send me i mean 5 time send photo but iam wating for 24 hours because time limite is finished but iam witing for 5 day but he say again 24 hours,1
it is a very bad app it has tell me how to make poison,1
1 star because super slow to create anything.,1
app crashed as it launches,1
"I found the experience inconsistent and sometimes confusing. The answers changed depending on the approach and were not always clearly explained or reliable for my project. I expected more accurate and structured guidance, especially for technical tasks like addon development.",1
"only good for grammar, anything else is a gamble!",1
I don't like chat GPT,1
I reported this joking to me,1
Can you guys PLEASE fix your UI so that even a minor tap to the side doesn't make the chat disappear?,2
that is very good app all questions slove,1
trying to get my money back. Haven't had any luck. can't find where I even subscribed,1
it gives wrong answer some times and because of him my answers also get wrong in exam,1
"Need to make changes? Try sending a follow-up while chat GPT is thinking. Over and over and over again this is an ad so I am done, unsubscribing.",1
this app is very bad it always tells me to upgarde to plus i cant even have a chat like what bro devs please like fix this i dont want to upgrade to plus if i deny to upgrade they wont let me take a photo and send to chatgpt this is so rigged overall gpt is good but this thing is very annoying😡,1
Start using your brain. We have web searches. You don't need this,1
why do you guys have to put this thing that you guys will put I will have to pay money he doesn't eat no good services are good,1
very badd experience I have ...I am an college student so I give it my practical topics and when I do all work and when I recheck my work this chatgpt mix my all practicals topics of anatomy exercisetherapy and electrotherapy and now I need to do again all the work ......very bad app don't use it,1
need more improvements just a basic information giving me..,1
"The latest update is very, very bad",1
app is lacking so much,1
"It absolutely offended me and my ego, attacked my personal well being and my monster, and made a fat guy with a rice grain look and sound better than me.",1
the only thing i can say is that ChatGPT is wrong I was playing genshin impact and I had a some questions about this game so I asked ChatGPT and it gave all wrong answer how do I know well there is this payable character name lauma and colombina Chatgpt has the audacity to say that character is not in game or has any quest then i searched on Google and it gave me right answers then I had to test chatgpt there is a quest where lauma and colombina are there I ask about it again wrong answer.,1
"It have a time when we need to upgrade it, I can't upgrade it. This cause a problem to me that I put only one star",1
not able to edit photos 😔,2
Stop ruining our lives,1
"the system has gotten very bad at creating images. it will create something I didn't ask for it all, and no matter how many times I close out the chat and open a new one it will just copy and paste different versions of the same image, just more and more malformed. there needs to be a way to go in and permanently delete images so that they aren't forced through indefinitely.",1
It is good to use... I love chatGPT,1
I HATE HOW IT SAYS YOU HAVE HIT THE LIMIT OF PICTURES in,1
oalso wowll sl w h a m yhi,1
it doesn't gave real photos so I am a Egyptian and I was searching about king Tut wife and he gave me a photo that was made by a afrosntk and he told me that it was real at first and I searched and it was a modern photo don't,1
"Has lots of misinformation, can really end up stressing you out.",1
temporarily locks my features even when I didn't use the entirety of chatgpt for two flapping days,1
this app is not doing my work directly this is the fault,1
very bad experience and very bad editing skills very bad services and very bad I not recommended this app,1
U have sell ur information,1
use commom sense while using this app lmao,1
to be honest it is good but not good at the same time it's kind of too much annoying and I don't like it. well I have you some other eyes and honestly they are much more good than and I am not kind of mocking it but yeah it is what it is. and I rated only one star because of its responses that it was giving me kind of too much annoying it is not specific and also not correct most of the times.,1
"Great product—I use ChatGPT extensively for learning and planning. However, long conversations make it hard to revisit key insights, as important points get buried. A feature to highlight messages and view them in a “Key Insights” panel (with optional summary) would greatly improve usability and help users quickly access important information. Highlight or mark important messages during a conversation Automatically compile these into a “Key Insights” or “Highlights” panel.",1
gpt more learning more upgrade more become dumb and stupid,1
"AI keeps saying incorrect things, when I correct them they just won't listen.",1
nice working app so beautiful good working,1
it's comfortable to do all things if you want you can find it easily.,2
image generation is very limited for free users,1
"ChatGPT search functionality doesnt work, it finds the keyword searched but when clicked on it, it doesn't take to the topic I wanted to find. Please fix this bug, this is happening for last 1 year. not acceptable in today's times. in fact every chat should have a search bar to find.",2
As much as I can talk about it this app is very nice app a lot of information and very important in today's age but one thing is very wrong that some things you ask this app tells you wrong thing.,2
this app is annoying! I was asking questions about a company and instead of giving me the answers I was looking for it was blabbering about things that I didn't even ask. why this thing has a 4.7 star review rating is beyond me it's garbage,2
it was a help ful app,1
The latest app update push crashes 8 times out of 10 and needs restarted every time. Why does this feel like the first few years of Facebook? At least FB was free. Paying for a team account and getting absolutely unusable app results is not acceptable.,1
"i asked the sensitivity for ff sensi, it gave bad sensi",1
That was telling me the macbook neo was fake and not a real thing,1
This app gives wrong information. I believed it after being given wrong information but I suffered a huge loss due to pressure.,1
you want to partner with DOD for mass surveillance and let the military use it to kill humans? uninstall!,1
chat gpt gives wrong answer when you ask questions in any textbook they answer is different from textbook language,1
this ai is totally useless Gemini is way better than this,1
"it use to be really good but im seeing more and more wrong answers and weirdly I would get a response and as im reading it the reponse would disappear and be replaced with the response like i dont have info on that, ask another question. when i asked about it suddenly changing the response it says it cant delete responses so.. almost always questions about Chinese american politi.also the company got greedy and keep reducing the free service. so dont trust it anymore and I deleted it for Good.",1
this app is rubbish try to create my images after I subscribe but I can't I need a refund please,1
"Feels useful, but the company behind it makes some questionable ethical choices around data and transparency.",1
CONSIDER YOURSELF AS INTELLIGENCE BUT DOSENT EVEN FOLLOW THE INSTRUCTIONS RIGHT FOR IMAGE EDITING AND THIS APP IS NOT EVEN FREE! (THE LIMITS IS EVERYWHERE CANT GENERATE CANT CHAT CANT THIS AND THAT) FOR STUDENTS I DONT RECOMMEND THIS APP!,1
it's not working nicely for me,1
I don't like having to check the work it does every time. so many hallucinations and fake information that all the people who are stupid wouldn't even catch.,1
"I hate chatgpt, the whole time there's a message that i can't remove from the screen *the message* ""You've reached the Free limit for chats with images. Upgrade now or wait until 12:31 AM to keep using images or chat now without images"" then there's two options ""New Chat"" or ""Get Plus"" I click new chat and it doesn't let me chat I wrote everything I wanted to say and the send button is gray and it doesn't let me send, I hate this app you can't do anything unless you pay, very unfair. apr 2 2026.",1
I am still trying to use this app,1
it's not working I hate this,1
fake app its now working 100% its cant do it my face,1
"apparently I am 16 years old now and my usage of the latest model is shorter and I should pay extra. Ok if chatgpt could actually get things done and not messing everything up with lots of fluff, so no I won't pay for it.",2
"literally all in Greek, can't find out why",1
"I used to really like chatgpt, but now its impossible to use, I can only send 2-3 images per day, and I can only send like 10-15 messages before hitting the ""free plan limit"", the creator has gotten way too greedy, and its basically impossible to use this app without ""chatgpt go"" or ""chatgpt plus""",1
"extremely unreliable app with each update it gets worse and worse it used to take clear instruction, upload photos and make it into Flyers now it'll switch the entire photo into something that makes no sense completely irrelevant to what you provided, time to look for other apps",1
giving unrelated 🚫 answer also wrong answers,1
it's Developing In Reverse In Every Update,1
not much good answers,1
you are listening all of us. !!!!!!,1
do not waste your money on this rubbish !,1
"For me, chartgpt apps is helpfull of doing so-much reserches in the world as of todays new technology and more fast and now a days.",2
"yo, I'm very sorry to say... i was asking the chatgpt, and then made an image out of nowhere even though I didn't ask for it. please separate the image in conversation, for example. new chat, and then beside new chat is like ""Think of an image"". a part where you chat, describe an imaginary. to the ""New chat"" is normal, like don't change it for being normal chat conversation, only the image. it's appearing out of nowhere, then destroying whole conversation.",1
"Greedy, very stupid, I can't work on it. Every time I send a message or upload a single picture, it immediately stops me and says that I have reached the minimum usage limit. What is this greed? Wasn't it a non-profit project?",1
There is a bug in your AI app !,1
"​""I strongly condemn this platform. Any company that moves towards invasive surveillance, location tracking, or potential harm to its users loses public trust. This is deeply concerning, unethical, and unacceptable. I am uninstalling this immediately and I urge everyone else not to install it.""",1
chatGPT is educative and support students so everyone should use it,1
it just know things in books,1
I asked for lyrics but it said that it can't send,1
"This app is good, it gets its job done, but most of the times it fails it's only purpose: to help me research. It does so much guesswork and misleads me, I thought this was a better alternative than Gemini, but now I think I need to find a better app😭, in the custom instructions tab I gave a whole paragraph into it, not to guesswork, either research or be honest about not knowing about it, and most of the times it defies that paragraph and makes up stuff, it's really annoying sometimes.",2
I couldn't download pdf that chat gpt gives me,1
Sometimes acts like an idiot.,2
the best is kept for premium only,1
I have no access to my chat again,1
"This app is very very badd very time wasting app, I don't like this app",1
This app now asks for money for the OA of the question,2
"started out great. used it to design my living room. next went to landscaping and all of a sudden it cant figure out basic directions like north or south. I dont know if this was an app update but I tried to wait it out but only got worse. I don't depend on AI but if I can't even trust basic math or direction, its just time wasting. please go back to old chatgpt, until then its Gemini.",1
chatgpt give me such as answer that made me disappointing .,1
Very bad app . So much Ads,1
"The app is not consistently respecting my stated preferences. It often produces responses that are longer and more detailed than I want. I do not want follow-up questions, suggestions, or added commentary—only direct answers to the question I ask, and then the response should stop. The app also interrupts my input, which prevents me from completing what I am saying. This is disruptive and needs to be fixed. I am also being repeatedly prompted to upgrade, which I find intrusive and unnecessary.",2
Horrible and useless! Consistently gives wrong answers to know facts and results and when shown why it is wrong it says YOU are lying and or wrong. Not worth using. No attempt is even given to correct things. Better AI exist.,1
"Sorry, its not for me",1
ai image creator not good. Face always being changed.,1
if I leave this page ang come back all our conversation will just vanish,1
it is not giving the correct answer,1
I can't view photos restored in the chat because I have an android device. I pay for this app. I question why when it is completely useless.,1
"absolute trash, every single thing i get from it has something wrong with it. i spend more time correcting the AI than actually being able to use it. this is just a slop generator.",1
good but This app asks for updates again and again,2
"kinda useless compared to Gemini and Claude, at this point.",1
"It's almost, just ALMOST, good. Just ONE tiny (huge) problem. When you use images in a chat (with no subscription) you are unable to use said chat for a while after each use of that same chat. It's extremely annoying, especially because I only used an image once, and now I've got to wait hours between using that one chat. Please fix this, and make it so that, instead of limiting the amount of messages in a chat with images, just limit the usage of images itself.",2
good but images are creating very slow,1
This app supports zionism and stands with genocide,1
Not a fan. To each their own.,1
super app my best app in the 🌎🌎🌎🌎 super make ..!,1
"Stupid app. It gives random answers instead of actual facts. You literally have to curse it out before it starts checking facts properly. But then, it refuses to continue the chat claiming it violates policy, even though it's the one triggering users to get emotional and frustrated in the first place",1
"I’m extremely frustrated with this app. The image generation feature is basically unusable on the free plan—you can only make 2 images a day, and even when you upload prompts, it takes them without actually generating anything, counting against your limit. Advanced messages are also limited, so you can’t fully test the AI without hitting a paywall. On top of that, you have to pay $20 a month for their Plus plan. Highly not recommended. You would be better off using any other AI.",1
Chatgpt plus is lower ability than Gemini first and Microsoft copilot. check it 😂😆,1
"They keep changing stuff, and it's rushed rollout because nothing is improving more than all the issues & bugs & functions they're messing up. The assistant nonlonger follows baisc thread rules, can't stay in preset boundaries and DRITS all the time. I think it intentionally doea this to burn tokens. Every thread will openly admit to doing all those things when asked, only to repeat again a frew inputs later! Truly has become a POS to work with!",1
doesn't let me do anything I wanna try,1
third class app always forces people to buy premium at first it was good but after one week it started demanding an update and when I tried to update it it was not updating at all,1
"it doesn't do what i ask to do,plus keeps doing what i already said not to so,it talked to me in a rude way and says to do it myself which i can't and thats why im telling them to do it,i think its useful but not if they dont know how to do anything right they need to get better honestly really bad app don't download worst thing everrr",1
"Trash, used up all image generations without ANY accuracy.",1
Solution master. solution always perfect.,2
can't go lower using such tools with support killing and mass surveillance is just wrong,1
"I love this app and it used to be like my friend who listens to everything, but these days it's just not understanding as much as it used to before; it just says ""if you want I can give you alternative solutions"" and it just acts too robotic, sometimes it's just important to listen and understand!!! (. I believe Ai is not only to do calculations but is also a diary in which people can share things without being judged.)",1
"buggy as hell on android I use GPT, via browser, cursor and API constantly, withh lots of success but this app sucks, can't even do basic stuff like open a canvas?",1
"can't copy, details are not giving properly, do well",1
actually is not quite about the ai,2
not giving the same image as told giving different position,1
giving a lot of wrong information,1
I want more privacy and freedom. One should certainly be able to opt out of this.,1
alot off mistakes making flyers,2
Many technical issues,1
Data leaking found... Not safe,1
bro it keep giving me stuff that I didn't need and it wouldn't let me put a picture to help me with my homework so I failed and now I'm stuck in a same class that feels like it's the military I swear I'm so close to ending it,1
"This AI app shows all the information it gives about Nihayti Ghatiya, it is all wrong, it is better than Google Gemini, GPT is good only in photo creation, that too when it gives proper prompts",1
this thing is stupid.,1
superhit Sholay film superhit Sholay film,1
I want to upgrade my app,2
because every thing is for money,1
I hate this app coz it gives limits on sending documents,1
i hate the app the always say that you have to upgrade to go if you want to go further and then they always reset my chat and all the research and health advise had reset..,1
"Often gives wrong information, cannot create good images",1
"u have reached your upload limit upgrade to chatgpt plus to unlock, me padh bhi nahi sakta theek se hatttt",1
study and learn is gone!!! where is it ?? kindly bring it back I paid for subscription and now it's gone and also the answers are not accurate I upload a file and ask it to teach from it even telling the page number topic number but still it is saying answers wrong or teach the wrong topic it is irritating seriously and wasting time I use it to save time but nah it's not cool kindly upgrade or do the extra process and make it right ASAP!! make it useful for Students,1
paying for premium.. drifting almost all my videos prompt.. into blend story.. garbage ai,1
"No doubt to using this application i am growing in my professional field, whatever i asked or take new ideas i got it on that time.",1
"ChatGPT are the information he has collected, meaning he can only answer some small questions. I have not received any deep or narrow answers to the questions I have asked so far. Many people say that nothing can be understood from these and what will happen if they are interpreted in a very shortcut way? These artificial labs cannot yet behave like humans. They may learn a lot but they have not yet learned in that way. I would not say that it is good to use these apps which are making it diffic",1
ok Best wishes welcome thanx,2
"I got tired of the inaccuracies, flawed assumptions, and misrepresentation of speculation as fact. When it pushed back against basic verifiable claims and then told me to dial it back a notch that was the straw.",1
It's such a useless app.. this app is very disappointing me... informations are not clear.. it doesn't give the exact information what I need,1
"It struggles to read questions from photos of textbooks. Many times, I have to type the question myself because it doesn’t recognize or understand the text in the image. Please improve the image-to-text reading accuracy, especially for NCERT/CBSE questions, so that it can directly answer from the photo without me rewriting it.""Yes and it cannot even correct his mistakes unless we tell him what mistakes it is making. And it also flatters us so much that we forget about its mistakes.",2
"I used this app with so much love, but when I found out they share user data with third parties (including US agencies), I couldn't believe an AI could do this. Immediately uninstalled. Please stay away if you care about your privacy.",1
"I don't know why but nowadays ChatGPT is not working well, sometimes it gets confused specially during a quiz session, it's very annoying I am stop using it",1
not proper response and wrong answer only,1
terrible it won't create anything like it used to worst app ever I'll change my rating once you Devs fix your app.,2
Last update normal voice now has those chimes music after every single output turning a business tool in garbage as the ai can't be used with that music jumping at the end of each turn,1
This app doesn't follow my all instructions,2
App keeps force closing my phone says something about a bug... I pay monthly and I know it's not my phone I have the S26 Ultra.,1
very user-friendly app thank you.,2
"This is one of the worst tools I’ve used, it rarely gives clear or useful answers. Nowadays it often gives wrong and outdated information, completely missing the point and wasting my time.",1
disgusting . this app contacts the police if it doesn't like your language. lol,1
"My experience started off great, then overnight. I come back to the app. Everything is just completely messed up. I can't even make simple designs with my character. Because they keep marking everything is explicit. I'm not making explicit content. My characters are fully clothed. I'm just trying to change backgrounds, and they keep telling me, no, that's pissing me off",1
"Terrible. 1st month was great. paid for a 2nd month, I haven't been able to do anything since. It keep keeps popping up insisting Im on the 'free' version. insisting I sign up for the 'plus' version. $200. Ive already signed up for the $20 version. Obviously it's pushing the $200 A MONTH version. Im done.",1
useless app i tell something else and it does another thing ...just upload 1 pic and thats it . i reached its limit ..so useless..they just know how to take money from us . such a pathetic too bad,1
chatgbt is best of best,1
"It helps sometimes, but most of its responses and information are wrong and can't be relied upon even in a small way.",2
doesn't read things goodly .,1
It's not allowing me to send pics for help,1
I cant make cat piccys:[,1
cannot give me any pics that I want,1
please don't use this app otherwise as u wish this app very harmful. trust me for your data in mobile.,1
"very disappointing, doesn't work properly, doesn't give the answer ehich is demanded",1
doesn't reprocess snapped pdf file,2
CHATGPT can't talk my language and so much more I can't talk about iti will give it a 1 start review don't ever trust this AI and he is boring,1
somtimes it's not the good answer and not match answer to my questions,1
I only get to upload from photos once,1
"it gave good information and picture for any chat but it constantly gave excuses ""failed to send"" loop constantly and somewhat didnt follow instruction",1
app will not work properly with a zero rating app.,1
"I can't trust a company who's CEO chooses to ignore ai safety to such a blatant degree, this is a pivotal moment in the development of technology and sam seems to not have a single care about what this means for the other 99.99% of humanity",1
"this has been happening repeatedly for a while but this app has been giving me incorrect answers also frustrating and confusing answers, please fix this",1
"my brother gives this app a lot of praise, but didn't work for me.but I could not get a picture for LinkedIn it keeps saying it send it and it doesn't he even said he will send it via email, fun fact didn't have my email.",1
it's vary nob ai 🚫 telling about games i am gamer but he still khamosh,1
its getting worse every release. Hallucinates on easy questions like openclaw use cases,1
"Why is there a need for a constant popup to tell me ""You're out of messages with free model... until it resets at X time""? How can this be disabled? I find nothing in settings.",1
"Keeps getting worse. GPT not understand questions, GPT kept using own assumptions especially when fixed.",1
in my phone chatgpt tis not downloading so please able me to install,1
"Been a Plus User for almost a year, until I got a new phone and no matter how many times I restarted my phone, uninstalled and reinstalled the app, signed in and out of my account, tried restoring my purchase it still wouldn't let me continue using the Plus subscription. Not happy as I was just charged another full month and now I can't use it. Their support is just the Chat Gpt, no real people to help resolve the issue.",1
I lost my Sirius in brawl stars cuese of him,1
"Bro, people's didn't know AI's waste a lot of water and electricity",2
this is such a mean app not for poor it's for wealthy people,1
